Q Value,Bot1 Result,Bot1 Position,Bot2 Result,Bot2 Position,Bot3 Result,Bot3 Position,Bot4 Result,Bot4 Position,Button Position,Fire Position
0.1,Success,"(5, 32)",Failure,"(5, 32)",Success,"(5, 32)",Success,"(5, 32)","(32, 31)","(7, 29)"
0.1,Success,"(26, 18)",Success,"(26, 18)",Success,"(26, 18)",Success,"(26, 18)","(36, 19)","(36, 1)"
0.1,Success,"(1, 20)",Success,"(1, 20)",Success,"(1, 20)",Success,"(1, 20)","(22, 13)","(23, 34)"
0.1,Success,"(7, 22)",Success,"(7, 22)",Success,"(7, 22)",Success,"(7, 22)","(22, 28)","(25, 5)"
0.1,Success,"(22, 6)",Success,"(22, 6)",Success,"(22, 6)",Success,"(22, 6)","(30, 19)","(21, 22)"
0.1,Failure,"(5, 29)",Success,"(5, 29)",Failure,"(5, 29)",Failure,"(5, 29)","(37, 17)","(27, 23)"
0.1,Success,"(17, 30)",Success,"(17, 30)",Success,"(17, 30)",Success,"(17, 30)","(37, 38)","(20, 34)"
0.1,Success,"(2, 16)",Success,"(2, 16)",Success,"(2, 16)",Success,"(2, 16)","(20, 4)","(13, 34)"
0.1,Success,"(24, 20)",Success,"(24, 20)",Success,"(24, 20)",Success,"(24, 20)","(10, 24)","(28, 18)"
0.1,Success,"(7, 8)",Success,"(7, 8)",Success,"(7, 8)",Success,"(7, 8)","(21, 7)","(34, 24)"
0.1,Success,"(20, 24)",Success,"(20, 24)",Success,"(20, 24)",Success,"(20, 24)","(8, 27)","(4, 35)"
0.2,Success,"(22, 1)",Success,"(22, 1)",Success,"(22, 1)",Success,"(22, 1)","(32, 35)","(11, 33)"
0.2,Success,"(11, 14)",Success,"(11, 14)",Success,"(11, 14)",Success,"(11, 14)","(15, 3)","(23, 12)"
0.2,Success,"(38, 10)",Success,"(38, 10)",Success,"(38, 10)",Success,"(38, 10)","(22, 32)","(9, 11)"
0.2,Success,"(2, 20)",Success,"(2, 20)",Success,"(2, 20)",Success,"(2, 20)","(10, 26)","(5, 37)"
0.2,Success,"(13, 11)",Success,"(13, 11)",Success,"(13, 11)",Success,"(13, 11)","(31, 6)","(1, 36)"
0.2,Success,"(1, 11)",Success,"(1, 11)",Success,"(1, 11)",Success,"(1, 11)","(22, 38)","(31, 8)"
0.2,Success,"(7, 3)",Success,"(7, 3)",Success,"(7, 3)",Success,"(7, 3)","(4, 15)","(22, 14)"
0.2,Success,"(4, 3)",Success,"(4, 3)",Success,"(4, 3)",Success,"(4, 3)","(22, 13)","(3, 9)"
0.2,Success,"(13, 25)",Success,"(13, 25)",Success,"(13, 25)",Success,"(13, 25)","(9, 30)","(8, 8)"
0.2,Success,"(12, 25)",Success,"(12, 25)",Success,"(12, 25)",Success,"(12, 25)","(21, 9)","(38, 19)"
0.2,Success,"(10, 31)",Success,"(10, 31)",Success,"(10, 31)",Success,"(10, 31)","(33, 38)","(8, 20)"
0.2,Failure,"(25, 33)",Failure,"(25, 33)",Failure,"(25, 33)",Failure,"(25, 33)","(16, 34)","(19, 23)"
0.2,Success,"(14, 1)",Success,"(14, 1)",Success,"(14, 1)",Success,"(14, 1)","(4, 36)","(28, 20)"
0.2,Success,"(31, 8)",Success,"(31, 8)",Success,"(31, 8)",Success,"(31, 8)","(36, 2)","(5, 9)"
0.2,Success,"(38, 16)",Success,"(38, 16)",Success,"(38, 16)",Success,"(38, 16)","(1, 16)","(33, 30)"
0.2,Success,"(2, 20)",Success,"(2, 20)",Success,"(2, 20)",Success,"(2, 20)","(12, 3)","(1, 6)"
0.2,Success,"(35, 11)",Success,"(35, 11)",Success,"(35, 11)",Success,"(35, 11)","(8, 37)","(33, 34)"
0.2,Success,"(3, 9)",Success,"(3, 9)",Success,"(3, 9)",Success,"(3, 9)","(14, 18)","(6, 38)"
0.2,Success,"(22, 17)",Success,"(22, 17)",Success,"(22, 17)",Success,"(22, 17)","(24, 7)","(24, 17)"
0.2,Failure,"(8, 33)",Failure,"(8, 33)",Failure,"(8, 33)",Failure,"(8, 33)","(20, 32)","(6, 34)"
0.3,Failure,"(31, 14)",Failure,"(31, 14)",Failure,"(31, 14)",Failure,"(31, 14)","(17, 2)","(20, 6)"
0.3,Success,"(22, 34)",Success,"(22, 34)",Success,"(22, 34)",Success,"(22, 34)","(24, 36)","(33, 34)"
0.3,Success,"(11, 3)",Success,"(11, 3)",Success,"(11, 3)",Success,"(11, 3)","(18, 29)","(38, 24)"
0.3,Failure,"(29, 31)",Failure,"(29, 31)",Failure,"(29, 31)",Failure,"(29, 31)","(13, 14)","(15, 18)"
0.3,Success,"(32, 21)",Success,"(32, 21)",Success,"(32, 21)",Success,"(32, 21)","(21, 6)","(5, 17)"
0.3,Success,"(17, 18)",Success,"(17, 18)",Success,"(17, 18)",Success,"(17, 18)","(24, 15)","(13, 6)"
0.3,Success,"(3, 14)",Success,"(3, 14)",Success,"(3, 14)",Success,"(3, 14)","(9, 18)","(15, 25)"
0.3,Failure,"(12, 24)",Failure,"(12, 24)",Failure,"(12, 24)",Failure,"(12, 24)","(29, 14)","(27, 19)"
0.3,Success,"(1, 22)",Success,"(1, 22)",Success,"(1, 22)",Success,"(1, 22)","(33, 20)","(5, 4)"
0.3,Failure,"(30, 21)",Failure,"(30, 21)",Failure,"(30, 21)",Failure,"(30, 21)","(17, 20)","(2, 9)"
0.3,Success,"(19, 36)",Success,"(19, 36)",Success,"(19, 36)",Success,"(19, 36)","(27, 27)","(16, 13)"
0.3,Success,"(1, 13)",Success,"(1, 13)",Success,"(1, 13)",Success,"(1, 13)","(12, 16)","(34, 37)"
0.3,Failure,"(34, 24)",Success,"(34, 24)",Failure,"(34, 24)",Success,"(34, 24)","(5, 25)","(24, 1)"
0.3,Success,"(22, 16)",Success,"(22, 16)",Success,"(22, 16)",Success,"(22, 16)","(28, 7)","(25, 19)"
0.3,Success,"(14, 6)",Success,"(14, 6)",Success,"(14, 6)",Success,"(14, 6)","(32, 36)","(22, 29)"
0.3,Success,"(18, 15)",Failure,"(18, 15)",Success,"(18, 15)",Failure,"(18, 15)","(19, 38)","(13, 38)"
0.3,Success,"(25, 29)",Success,"(25, 29)",Success,"(25, 29)",Success,"(25, 29)","(23, 26)","(8, 28)"
0.3,Failure,"(29, 9)",Failure,"(29, 9)",Failure,"(29, 9)",Failure,"(29, 9)","(13, 3)","(16, 36)"
0.3,Failure,"(19, 25)",Failure,"(19, 25)",Failure,"(19, 25)",Failure,"(19, 25)","(1, 24)","(3, 21)"
0.3,Success,"(16, 19)",Success,"(16, 19)",Success,"(16, 19)",Success,"(16, 19)","(15, 17)","(4, 16)"
0.4,Failure,"(36, 36)",Failure,"(36, 36)",Failure,"(36, 36)",Failure,"(36, 36)","(14, 33)","(28, 30)"
0.4,Failure,"(12, 32)",Failure,"(12, 32)",Failure,"(12, 32)",Failure,"(12, 32)","(38, 34)","(33, 29)"
0.4,Failure,"(38, 3)",Failure,"(38, 3)",Failure,"(38, 3)",Failure,"(38, 3)","(12, 12)","(24, 38)"
0.4,Success,"(27, 5)",Success,"(27, 5)",Success,"(27, 5)",Success,"(27, 5)","(21, 5)","(30, 31)"
0.4,Success,"(26, 36)",Success,"(26, 36)",Success,"(26, 36)",Success,"(26, 36)","(17, 9)","(33, 28)"
0.4,Success,"(24, 5)",Success,"(24, 5)",Success,"(24, 5)",Success,"(24, 5)","(30, 5)","(4, 11)"
0.4,Success,"(10, 19)",Success,"(10, 19)",Success,"(10, 19)",Success,"(10, 19)","(3, 6)","(35, 12)"
0.4,Success,"(11, 28)",Success,"(11, 28)",Success,"(11, 28)",Success,"(11, 28)","(9, 5)","(11, 37)"
0.4,Failure,"(28, 32)",Failure,"(28, 32)",Failure,"(28, 32)",Failure,"(28, 32)","(24, 22)","(25, 32)"
0.4,Failure,"(16, 31)",Failure,"(16, 31)",Failure,"(16, 31)",Failure,"(16, 31)","(5, 16)","(7, 22)"
0.4,Success,"(4, 10)",Success,"(4, 10)",Success,"(4, 10)",Success,"(4, 10)","(18, 9)","(29, 14)"
0.4,Success,"(5, 2)",Success,"(5, 2)",Success,"(5, 2)",Success,"(5, 2)","(11, 1)","(15, 28)"
0.4,Success,"(20, 28)",Success,"(20, 28)",Success,"(20, 28)",Success,"(20, 28)","(5, 19)","(14, 16)"
0.4,Failure,"(29, 17)",Success,"(29, 17)",Success,"(29, 17)",Failure,"(29, 17)","(20, 8)","(29, 5)"
0.4,Failure,"(15, 26)",Failure,"(15, 26)",Failure,"(15, 26)",Failure,"(15, 26)","(30, 22)","(32, 6)"
0.4,Success,"(33, 17)",Success,"(33, 17)",Success,"(33, 17)",Success,"(33, 17)","(37, 31)","(2, 4)"
0.4,Success,"(12, 11)",Success,"(12, 11)",Success,"(12, 11)",Success,"(12, 11)","(23, 8)","(3, 38)"
0.4,Failure,"(37, 30)",Success,"(37, 30)",Failure,"(37, 30)",Failure,"(37, 30)","(15, 22)","(31, 28)"
0.4,Success,"(28, 32)",Success,"(28, 32)",Success,"(28, 32)",Success,"(28, 32)","(28, 13)","(20, 33)"
0.4,Success,"(22, 4)",Success,"(22, 4)",Success,"(22, 4)",Success,"(22, 4)","(32, 4)","(37, 9)"
0.5,Failure,"(21, 36)",Failure,"(21, 36)",Success,"(21, 36)",Failure,"(21, 36)","(20, 15)","(10, 22)"
0.5,Success,"(10, 11)",Success,"(10, 11)",Success,"(10, 11)",Success,"(10, 11)","(23, 34)","(3, 1)"
0.5,Failure,"(21, 13)",Failure,"(21, 13)",Failure,"(21, 13)",Failure,"(21, 13)","(31, 30)","(36, 31)"
0.5,Failure,"(12, 7)",Failure,"(12, 7)",Failure,"(12, 7)",Failure,"(12, 7)","(37, 15)","(16, 24)"
0.5,Success,"(13, 9)",Success,"(13, 9)",Success,"(13, 9)",Success,"(13, 9)","(21, 37)","(30, 26)"
0.5,Failure,"(20, 15)",Failure,"(20, 15)",Failure,"(20, 15)",Failure,"(20, 15)","(14, 33)","(11, 38)"
0.5,Success,"(33, 33)",Success,"(33, 33)",Success,"(33, 33)",Success,"(33, 33)","(35, 31)","(24, 12)"
0.5,Failure,"(27, 35)",Failure,"(27, 35)",Failure,"(27, 35)",Failure,"(27, 35)","(13, 9)","(20, 3)"
0.5,Success,"(7, 24)",Success,"(7, 24)",Success,"(7, 24)",Success,"(7, 24)","(16, 33)","(31, 2)"
0.5,Success,"(37, 13)",Success,"(37, 13)",Success,"(37, 13)",Success,"(37, 13)","(15, 37)","(7, 2)"
0.5,Success,"(2, 25)",Success,"(2, 25)",Success,"(2, 25)",Success,"(2, 25)","(38, 35)","(23, 3)"
0.5,Success,"(38, 4)",Success,"(38, 4)",Success,"(38, 4)",Success,"(38, 4)","(30, 4)","(14, 2)"
0.5,Failure,"(5, 23)",Failure,"(5, 23)",Failure,"(5, 23)",Failure,"(5, 23)","(14, 13)","(35, 21)"
0.5,Failure,"(29, 24)",Success,"(29, 24)",Failure,"(29, 24)",Success,"(29, 24)","(10, 15)","(29, 24)"
0.5,Failure,"(14, 36)",Failure,"(14, 36)",Failure,"(14, 36)",Failure,"(14, 36)","(26, 8)","(8, 31)"
0.5,Success,"(35, 35)",Success,"(35, 35)",Success,"(35, 35)",Success,"(35, 35)","(28, 34)","(30, 17)"
0.5,Success,"(36, 14)",Success,"(36, 14)",Success,"(36, 14)",Success,"(36, 14)","(8, 30)","(38, 15)"
0.5,Failure,"(37, 8)",Failure,"(37, 8)",Failure,"(37, 8)",Failure,"(37, 8)","(1, 16)","(10, 33)"
0.5,Success,"(18, 4)",Success,"(18, 4)",Success,"(18, 4)",Success,"(18, 4)","(30, 5)","(1, 6)"
0.5,Failure,"(7, 9)",Failure,"(7, 9)",Failure,"(7, 9)",Failure,"(7, 9)","(14, 33)","(17, 26)"
0.6,Success,"(30, 32)",Success,"(30, 32)",Failure,"(30, 32)",Success,"(30, 32)","(22, 1)","(17, 38)"
0.6,Success,"(20, 13)",Success,"(20, 13)",Success,"(20, 13)",Success,"(20, 13)","(15, 32)","(35, 18)"
0.6,Success,"(26, 30)",Success,"(26, 30)",Success,"(26, 30)",Success,"(26, 30)","(38, 21)","(30, 26)"
0.6,Failure,"(36, 6)",Success,"(36, 6)",Failure,"(36, 6)",Failure,"(36, 6)","(16, 22)","(4, 25)"
0.6,Failure,"(3, 27)",Failure,"(3, 27)",Failure,"(3, 27)",Failure,"(3, 27)","(27, 17)","(25, 12)"
0.6,Success,"(30, 14)",Success,"(30, 14)",Success,"(30, 14)",Success,"(30, 14)","(20, 7)","(5, 35)"
0.6,Success,"(35, 36)",Failure,"(35, 36)",Failure,"(35, 36)",Success,"(35, 36)","(9, 26)","(28, 20)"
0.6,Success,"(2, 1)",Success,"(2, 1)",Success,"(2, 1)",Success,"(2, 1)","(18, 23)","(32, 3)"
0.6,Success,"(36, 11)",Success,"(36, 11)",Success,"(36, 11)",Success,"(36, 11)","(24, 7)","(35, 29)"
0.6,Failure,"(2, 15)",Failure,"(2, 15)",Failure,"(2, 15)",Failure,"(2, 15)","(23, 22)","(16, 15)"
0.6,Success,"(30, 36)",Success,"(30, 36)",Success,"(30, 36)",Success,"(30, 36)","(1, 2)","(5, 27)"
0.6,Success,"(33, 19)",Success,"(33, 19)",Success,"(33, 19)",Success,"(33, 19)","(11, 10)","(37, 17)"
0.6,Success,"(14, 33)",Success,"(14, 33)",Success,"(14, 33)",Success,"(14, 33)","(14, 29)","(2, 38)"
0.6,Success,"(19, 17)",Success,"(19, 17)",Success,"(19, 17)",Success,"(19, 17)","(18, 21)","(37, 19)"
0.6,Failure,"(6, 32)",Failure,"(6, 32)",Failure,"(6, 32)",Failure,"(6, 32)","(13, 22)","(10, 29)"
0.6,Failure,"(34, 32)",Success,"(34, 32)",Success,"(34, 32)",Failure,"(34, 32)","(37, 9)","(9, 10)"
0.6,Success,"(1, 8)",Success,"(1, 8)",Success,"(1, 8)",Success,"(1, 8)","(9, 14)","(31, 26)"
0.6,Success,"(12, 18)",Success,"(12, 18)",Success,"(12, 18)",Success,"(12, 18)","(11, 6)","(16, 23)"
0.6,Success,"(22, 25)",Success,"(22, 25)",Success,"(22, 25)",Success,"(22, 25)","(4, 15)","(1, 29)"
0.6,Failure,"(19, 12)",Failure,"(19, 12)",Failure,"(19, 12)",Failure,"(19, 12)","(5, 7)","(21, 26)"
0.7,Success,"(11, 10)",Success,"(11, 10)",Success,"(11, 10)",Success,"(11, 10)","(6, 26)","(29, 13)"
0.7,Success,"(25, 9)",Success,"(25, 9)",Success,"(25, 9)",Success,"(25, 9)","(6, 8)","(8, 30)"
0.7,Success,"(23, 21)",Success,"(23, 21)",Success,"(23, 21)",Success,"(23, 21)","(18, 16)","(20, 34)"
0.7,Failure,"(37, 16)",Success,"(37, 16)",Failure,"(37, 16)",Success,"(37, 16)","(3, 34)","(14, 4)"
0.7,Success,"(28, 5)",Success,"(28, 5)",Success,"(28, 5)",Success,"(28, 5)","(14, 8)","(15, 26)"
0.7,Failure,"(24, 38)",Failure,"(24, 38)",Failure,"(24, 38)",Failure,"(24, 38)","(6, 20)","(28, 15)"
0.7,Success,"(2, 20)",Success,"(2, 20)",Success,"(2, 20)",Success,"(2, 20)","(16, 21)","(36, 33)"
0.7,Failure,"(4, 11)",Failure,"(4, 11)",Failure,"(4, 11)",Failure,"(4, 11)","(21, 10)","(26, 9)"
0.7,Success,"(15, 16)",Success,"(15, 16)",Success,"(15, 16)",Success,"(15, 16)","(36, 4)","(1, 23)"
0.7,Success,"(37, 7)",Success,"(37, 7)",Success,"(37, 7)",Success,"(37, 7)","(35, 27)","(10, 21)"
0.7,Success,"(29, 2)",Success,"(29, 2)",Success,"(29, 2)",Success,"(29, 2)","(20, 4)","(6, 17)"
0.7,Success,"(31, 38)",Success,"(31, 38)",Success,"(31, 38)",Success,"(31, 38)","(33, 38)","(26, 28)"
0.7,Failure,"(33, 12)",Failure,"(33, 12)",Failure,"(33, 12)",Failure,"(33, 12)","(24, 17)","(32, 15)"
0.7,Success,"(10, 16)",Success,"(10, 16)",Success,"(10, 16)",Success,"(10, 16)","(38, 28)","(28, 16)"
0.7,Success,"(6, 7)",Success,"(6, 7)",Failure,"(6, 7)",Success,"(6, 7)","(1, 22)","(30, 13)"
0.7,Success,"(7, 35)",Success,"(7, 35)",Success,"(7, 35)",Success,"(7, 35)","(12, 28)","(19, 7)"
0.7,Failure,"(22, 4)",Failure,"(22, 4)",Failure,"(22, 4)",Success,"(22, 4)","(36, 13)","(20, 9)"
0.7,Failure,"(11, 35)",Failure,"(11, 35)",Failure,"(11, 35)",Failure,"(11, 35)","(2, 12)","(21, 34)"
0.7,Failure,"(10, 32)",Failure,"(10, 32)",Failure,"(10, 32)",Failure,"(10, 32)","(11, 10)","(7, 22)"
0.7,Failure,"(34, 32)",Success,"(34, 32)",Failure,"(34, 32)",Failure,"(34, 32)","(20, 21)","(23, 32)"
0.8,Failure,"(16, 7)",Failure,"(16, 7)",Failure,"(16, 7)",Failure,"(16, 7)","(15, 37)","(30, 26)"
0.8,Failure,"(30, 30)",Failure,"(30, 30)",Failure,"(30, 30)",Failure,"(30, 30)","(32, 22)","(26, 31)"
0.8,Failure,"(38, 23)",Failure,"(38, 23)",Failure,"(38, 23)",Failure,"(38, 23)","(13, 29)","(19, 13)"
0.8,Success,"(2, 22)",Success,"(2, 22)",Success,"(2, 22)",Success,"(2, 22)","(7, 30)","(14, 36)"
0.8,Success,"(1, 4)",Success,"(1, 4)",Success,"(1, 4)",Success,"(1, 4)","(9, 7)","(7, 22)"
0.8,Success,"(34, 35)",Failure,"(34, 35)",Success,"(34, 35)",Success,"(34, 35)","(34, 28)","(11, 33)"
0.8,Success,"(20, 33)",Success,"(20, 33)",Success,"(20, 33)",Success,"(20, 33)","(25, 25)","(36, 29)"
0.8,Success,"(26, 30)",Success,"(26, 30)",Success,"(26, 30)",Success,"(26, 30)","(23, 8)","(21, 32)"
0.8,Failure,"(2, 13)",Failure,"(2, 13)",Failure,"(2, 13)",Failure,"(2, 13)","(34, 23)","(36, 6)"
0.8,Success,"(29, 15)",Success,"(29, 15)",Success,"(29, 15)",Success,"(29, 15)","(8, 25)","(26, 19)"
0.8,Success,"(7, 28)",Success,"(7, 28)",Success,"(7, 28)",Success,"(7, 28)","(3, 8)","(1, 17)"
0.8,Failure,"(34, 5)",Failure,"(34, 5)",Failure,"(34, 5)",Failure,"(34, 5)","(31, 24)","(34, 8)"
0.8,Failure,"(37, 7)",Failure,"(37, 7)",Failure,"(37, 7)",Failure,"(37, 7)","(9, 30)","(28, 27)"
0.8,Success,"(31, 14)",Success,"(31, 14)",Success,"(31, 14)",Success,"(31, 14)","(24, 37)","(2, 2)"
0.8,Success,"(36, 15)",Success,"(36, 15)",Success,"(36, 15)",Success,"(36, 15)","(10, 25)","(37, 9)"
0.8,Failure,"(32, 1)",Failure,"(32, 1)",Failure,"(32, 1)",Failure,"(32, 1)","(7, 8)","(36, 23)"
0.8,Success,"(9, 20)",Success,"(9, 20)",Success,"(9, 20)",Success,"(9, 20)","(21, 35)","(14, 15)"
0.8,Success,"(35, 23)",Success,"(35, 23)",Success,"(35, 23)",Success,"(35, 23)","(30, 32)","(35, 2)"
0.8,Success,"(35, 33)",Success,"(35, 33)",Success,"(35, 33)",Success,"(35, 33)","(28, 31)","(16, 20)"
0.8,Success,"(27, 5)",Success,"(27, 5)",Success,"(27, 5)",Success,"(27, 5)","(36, 13)","(6, 5)"
0.9,Success,"(4, 7)",Success,"(4, 7)",Success,"(4, 7)",Success,"(4, 7)","(27, 7)","(8, 30)"
0.9,Failure,"(4, 2)",Failure,"(4, 2)",Failure,"(4, 2)",Failure,"(4, 2)","(19, 30)","(14, 11)"
0.9,Success,"(17, 9)",Success,"(17, 9)",Success,"(17, 9)",Success,"(17, 9)","(4, 14)","(37, 9)"
0.9,Failure,"(1, 18)",Failure,"(1, 18)",Failure,"(1, 18)",Failure,"(1, 18)","(10, 2)","(3, 1)"
0.9,Success,"(21, 10)",Success,"(21, 10)",Success,"(21, 10)",Success,"(21, 10)","(30, 22)","(19, 29)"
0.9,Success,"(31, 14)",Success,"(31, 14)",Success,"(31, 14)",Success,"(31, 14)","(18, 12)","(33, 32)"
0.9,Success,"(27, 5)",Success,"(27, 5)",Success,"(27, 5)",Success,"(27, 5)","(21, 30)","(4, 1)"
0.9,Failure,"(15, 10)",Failure,"(15, 10)",Failure,"(15, 10)",Failure,"(15, 10)","(2, 34)","(18, 17)"
0.9,Success,"(5, 10)",Success,"(5, 10)",Success,"(5, 10)",Success,"(5, 10)","(17, 32)","(25, 20)"
0.9,Failure,"(35, 34)",Failure,"(35, 34)",Failure,"(35, 34)",Failure,"(35, 34)","(2, 20)","(31, 32)"
0.9,Success,"(36, 10)",Success,"(36, 10)",Success,"(36, 10)",Success,"(36, 10)","(28, 33)","(29, 11)"
0.9,Success,"(24, 27)",Success,"(24, 27)",Failure,"(24, 27)",Success,"(24, 27)","(14, 36)","(17, 13)"
0.9,Failure,"(9, 23)",Failure,"(9, 23)",Failure,"(9, 23)",Failure,"(9, 23)","(18, 13)","(24, 9)"
0.9,Failure,"(1, 31)",Failure,"(1, 31)",Failure,"(1, 31)",Failure,"(1, 31)","(33, 38)","(35, 32)"
0.9,Failure,"(19, 4)",Failure,"(19, 4)",Failure,"(19, 4)",Failure,"(19, 4)","(27, 1)","(36, 3)"
0.9,Failure,"(18, 8)",Failure,"(18, 8)",Failure,"(18, 8)",Failure,"(18, 8)","(7, 32)","(37, 11)"
0.9,Failure,"(36, 25)",Failure,"(36, 25)",Failure,"(36, 25)",Failure,"(36, 25)","(4, 12)","(36, 16)"
0.9,Failure,"(26, 2)",Failure,"(26, 2)",Failure,"(26, 2)",Failure,"(26, 2)","(26, 27)","(28, 10)"
0.9,Success,"(38, 13)",Success,"(38, 13)",Success,"(38, 13)",Success,"(38, 13)","(24, 17)","(38, 36)"
0.9,Failure,"(26, 5)",Failure,"(26, 5)",Failure,"(26, 5)",Success,"(26, 5)","(26, 17)","(2, 16)"
0.1,Success,"(34, 30)",Success,"(34, 30)",Success,"(34, 30)",Success,"(34, 30)","(26, 3)","(3, 5)"
0.1,Success,"(9, 12)",Success,"(9, 12)",Success,"(9, 12)",Success,"(9, 12)","(5, 16)","(7, 6)"
0.1,Success,"(11, 10)",Success,"(11, 10)",Failure,"(11, 10)",Success,"(11, 10)","(5, 21)","(12, 19)"
0.1,Success,"(10, 18)",Success,"(10, 18)",Success,"(10, 18)",Success,"(10, 18)","(11, 5)","(17, 32)"
0.1,Success,"(33, 21)",Success,"(33, 21)",Failure,"(33, 21)",Success,"(33, 21)","(19, 16)","(34, 18)"
0.1,Success,"(11, 34)",Success,"(11, 34)",Success,"(11, 34)",Success,"(11, 34)","(2, 27)","(2, 22)"
0.1,Success,"(27, 19)",Success,"(27, 19)",Success,"(27, 19)",Success,"(27, 19)","(33, 22)","(8, 32)"
0.1,Failure,"(33, 31)",Success,"(33, 31)",Failure,"(33, 31)",Success,"(33, 31)","(22, 22)","(20, 16)"
0.1,Success,"(13, 1)",Success,"(13, 1)",Success,"(13, 1)",Success,"(13, 1)","(28, 37)","(7, 24)"
0.1,Success,"(1, 37)",Success,"(1, 37)",Success,"(1, 37)",Success,"(1, 37)","(14, 22)","(7, 36)"
0.1,Success,"(15, 34)",Success,"(15, 34)",Success,"(15, 34)",Success,"(15, 34)","(8, 25)","(13, 28)"
0.1,Success,"(2, 33)",Success,"(2, 33)",Success,"(2, 33)",Success,"(2, 33)","(15, 30)","(6, 5)"
0.1,Success,"(14, 12)",Success,"(14, 12)",Success,"(14, 12)",Success,"(14, 12)","(30, 2)","(8, 21)"
0.1,Success,"(35, 19)",Success,"(35, 19)",Success,"(35, 19)",Success,"(35, 19)","(3, 8)","(24, 23)"
0.1,Success,"(15, 32)",Success,"(15, 32)",Success,"(15, 32)",Success,"(15, 32)","(31, 24)","(33, 33)"
0.1,Success,"(36, 5)",Success,"(36, 5)",Success,"(36, 5)",Success,"(36, 5)","(38, 6)","(36, 25)"
0.1,Success,"(16, 34)",Success,"(16, 34)",Failure,"(16, 34)",Failure,"(16, 34)","(32, 23)","(9, 13)"
0.1,Success,"(14, 36)",Success,"(14, 36)",Success,"(14, 36)",Success,"(14, 36)","(36, 26)","(14, 1)"
0.1,Success,"(38, 21)",Success,"(38, 21)",Success,"(38, 21)",Success,"(38, 21)","(31, 26)","(27, 38)"
0.1,Success,"(33, 28)",Success,"(33, 28)",Success,"(33, 28)",Success,"(33, 28)","(17, 38)","(32, 21)"
0.2,Failure,"(36, 3)",Success,"(36, 3)",Success,"(36, 3)",Success,"(36, 3)","(20, 12)","(12, 16)"
0.2,Success,"(4, 8)",Success,"(4, 8)",Success,"(4, 8)",Success,"(4, 8)","(14, 8)","(15, 36)"
0.2,Failure,"(4, 1)",Failure,"(4, 1)",Failure,"(4, 1)",Failure,"(4, 1)","(19, 4)","(7, 22)"
0.2,Success,"(12, 15)",Success,"(12, 15)",Success,"(12, 15)",Success,"(12, 15)","(12, 29)","(26, 12)"
0.2,Success,"(24, 23)",Success,"(24, 23)",Success,"(24, 23)",Success,"(24, 23)","(38, 7)","(36, 13)"
0.2,Success,"(38, 23)",Success,"(38, 23)",Success,"(38, 23)",Success,"(38, 23)","(21, 35)","(22, 11)"
